1,-9,-9,3
2,-9,-7,3
3,-9,-5,3
4,-9,-3,3
5,-9,-1,3
6,-9,1,3
7,-9,3,3
8,-9,5,3
9,-9,7,3
10,-9,9,3
11,-7,-9,3
12,-7,-7,3
13,-7,-5,3
14,-7,-3,3
15,-7,-1,3
16,-7,1,3
17,-7,3,3
18,-7,5,3
19,-7,7,3
20,-7,9,3
21,-5,-9,3
22,-5,-7,3
23,-5,-5,3
24,-5,-3,3
25,-5,-1,3
26,-5,1,3
27,-5,3,3
28,-5,5,3
29,-5,7,3
30,-5,9,3
31,-3,-9,3
32,-3,-7,3
33,-3,-5,3
34,-3,-3,3
35,-3,-1,3
36,-3,1,3
37,-3,3,3
38,-3,5,3
39,-3,7,3
40,-3,9,3
41,-1,-9,3
42,-1,-7,3
43,-1,-5,3
44,-1,-3,3
45,-1,-1,3
46,-1,1,3
47,-1,3,3
48,-1,5,3
49,-1,7,3
50,-1,9,3
51,1,-9,3
52,1,-7,3
53,1,-5,3
54,1,-3,3
55,1,-1,3
56,1,1,3
57,1,3,3
58,1,5,3
59,1,7,3
60,1,9,3
61,3,-9,3
62,3,-7,3
63,3,-5,3
64,3,-3,3
65,3,-1,3
66,3,1,3
67,3,3,3
68,3,5,3
69,3,7,3
70,3,9,3
71,5,-9,3
72,5,-7,3
73,5,-5,3
74,5,-3,3
75,5,-1,3
76,5,1,3
77,5,3,3
78,5,5,3
79,5,7,3
80,5,9,3
81,7,-9,3
82,7,-7,3
83,7,-5,3
84,7,-3,3
85,7,-1,3
86,7,1,3
87,7,3,3
88,7,5,3
89,7,7,3
90,7,9,3
91,9,-9,3
92,9,-7,3
93,9,-5,3
94,9,-3,3
95,9,-1,3
96,9,1,3
97,9,3,3
98,9,5,3
99,9,7,3
100,-9,-11,4
101,-9,-9,4
102,-9,-7,4
103,-9,-5,4
104,-9,-3,4
105,-9,-1,4
106,-9,1,4
107,-9,3,4
108,-9,5,4
109,-9,7,4
110,-9,9,4
111,-7,-9,4
112,-7,-7,4
113,-7,-5,4
114,-7,-3,4
115,-7,-1,4
116,-7,1,4
117,-7,3,4
118,-7,5,4
119,-7,7,4
120,-7,9,4
