-2.25,-5,-2.25,1.307e-15
-2.25,-5,-1.75,4.6582e-15
-2.25,-5,-1.25,4.8186e-14
-2.25,-5,-0.75,2.3632e-13
-2.25,-5,-0.25,5.6619e-12
-2.25,-5,0.25,2.0262e-10
-2.25,-5,0.75,6.9545e-10
-2.25,-5,1.25,2.8881e-08
-2.25,-5,1.75,1.2872e-06
-2.25,-5,2.25,1.2536e-05
-1.75,-5,-2.25,1.3086e-15
-1.75,-5,-1.75,7.9291e-15
-1.75,-5,-1.25,6.2949e-14
-1.75,-5,-0.75,3.7951e-13
-1.75,-5,-0.25,1.0853e-11
-1.75,-5,0.25,1.3577e-10
-1.75,-5,0.75,1.9692e-09
-1.75,-5,1.25,1.6478e-08
-1.75,-5,1.75,1.2938e-06
-1.75,-5,2.25,1.2105e-05
-1.25,-5,-2.25,1.0473e-15
-1.25,-5,-1.75,7.9851e-15
-1.25,-5,-1.25,2.5553e-14
-1.25,-5,-0.75,3.8821e-13
-1.25,-5,-0.25,9.5852e-12
-1.25,-5,0.25,9.381e-11
-1.25,-5,0.75,2.4578e-09
-1.25,-5,1.25,2.5722e-08
-1.25,-5,1.75,1.5006e-06
-1.25,-5,2.25,1.7175e-05
-0.75,-5,-2.25,7.8518e-16
-0.75,-5,-1.75,6.3432e-15
-0.75,-5,-1.25,3.7769e-14
-0.75,-5,-0.75,5.0601e-13
-0.75,-5,-0.25,7.7519e-12
-0.75,-5,0.25,1.3577e-10
-0.75,-5,0.75,2.3631e-09
-0.75,-5,1.25,6.591e-08
-0.75,-5,1.75,1.1321e-06
-0.75,-5,2.25,1.4122e-05
-0.25,-5,-2.25,5.2279e-16
-0.25,-5,-1.75,0
-0.25,-5,-1.25,8.4325e-14
-0.25,-5,-0.75,2.3632e-13
-0.25,-5,-0.25,4.2464e-12
-0.25,-5,0.25,1.621e-10
-0.25,-5,0.75,2.0864e-09
-0.25,-5,1.25,5.7762e-08
-0.25,-5,1.75,1.5732e-06
-0.25,-5,2.25,1.4327e-05
0.25,-5,-2.25,2.6074e-16
0.25,-5,-1.75,1.4996e-15
0.25,-5,-1.25,5.6002e-14
0.25,-5,-0.75,9.494e-13
0.25,-5,-0.25,2.4281e-12
0.25,-5,0.25,8.3729e-11
0.25,-5,0.75,1.3902e-09
0.25,-5,1.25,6.7249e-08
0.25,-5,1.75,1.0803e-06
0.25,-5,2.25,1.24e-05
0.75,-5,-2.25,7.7888e-16
0.75,-5,-1.75,4.2888e-15
0.75,-5,-1.25,6.0831e-14
0.75,-5,-0.75,3.6099e-13
0.75,-5,-0.25,3.9221e-12
0.75,-5,0.25,5.1136e-11
0.75,-5,0.75,2.0091e-10
0.75,-5,1.25,4.5953e-08
0.75,-5,1.75,5.5624e-07
0.75,-5,2.25,6.8301e-06
1.25,-5,-2.25,7.737e-16
1.25,-5,-1.75,2.6935e-15
1.25,-5,-1.25,2.6891e-14
1.25,-5,-0.75,3.7194e-13
1.25,-5,-0.25,6.0107e-12
1.25,-5,0.25,6.3722e-11
1.25,-5,0.75,3.9896e-10
1.25,-5,1.25,2.3567e-08
1.25,-5,1.75,4.0776e-07
1.25,-5,2.25,7.0573e-06
1.75,-5,-2.25,5.1078e-16
1.75,-5,-1.75,6.2774e-15
1.75,-5,-1.25,3.8855e-14
1.75,-5,-0.75,1.7845e-13
1.75,-5,-0.25,1.6554e-12
1.75,-5,0.25,3.0647e-11
1.75,-5,0.75,8.2023e-10
1.75,-5,1.25,6.663e-09
1.75,-5,1.75,1.5387e-07
1.75,-5,2.25,3.7268e-06
2.25,-5,-2.25,5.0396e-16
2.25,-5,-1.75,1.1599e-15
2.25,-5,-1.25,2.6532e-14
2.25,-5,-0.75,9.2933e-14
2.25,-5,-0.25,1.177e-12
2.25,-5,0.25,1.9778e-11
2.25,-5,0.75,2.3959e-10
2.25,-5,1.25,4.2233e-09
2.25,-5,1.75,6.3904e-08
-2.25,-4,-2.75,0
-2.25,-4,-2.25,3.1821e-16
-2.25,-4,-1.75,1.2267e-14
-2.25,-4,-1.25,8.7455e-14
-2.25,-4,-0.75,2.6064e-12
-2.25,-4,-0.25,1.6121e-10
-2.25,-4,0.25,4.9244e-09
-2.25,-4,0.75,3.2754e-07
-2.25,-4,1.25,7.0055e-06
-2.25,-4,1.75,9.1092e-05
-2.25,-4,2.25,0.00056734
-1.75,-4,-2.25,1.6045e-15
-1.75,-4,-1.75,3.2062e-15
-1.75,-4,-1.25,1.4289e-13
-1.75,-4,-0.75,2.9547e-12
-1.75,-4,-0.25,2.427e-10
-1.75,-4,0.25,8.8095e-09
-1.75,-4,0.75,1.7385e-07
-1.75,-4,1.25,8.0601e-06
-1.75,-4,1.75,6.3509e-05
-1.75,-4,2.25,0.00049816
-1.25,-4,-2.25,1.2873e-15
-1.25,-4,-1.75,6.5096e-15
-1.25,-4,-1.25,1.4702e-13
-1.25,-4,-0.75,5.1307e-12
-1.25,-4,-0.25,1.134e-10
-1.25,-4,0.25,9.2917e-09
-1.25,-4,0.75,2.2869e-07
-1.25,-4,1.25,8.3176e-06
-1.25,-4,1.75,5.1164e-05
-1.25,-4,2.25,0.00054506
-0.75,-4,-2.25,1.2836e-15
-0.75,-4,-1.75,9.6186e-15
-0.75,-4,-1.25,1.9052e-13
-0.75,-4,-0.75,2.9547e-12
-0.75,-4,-0.25,1.618e-10
-0.75,-4,0.25,1.2725e-08
-0.75,-4,0.75,3.0424e-07
-0.75,-4,1.25,6.9086e-06
-0.75,-4,1.75,7.6211e-05
-0.75,-4,2.25,0.00028466
-0.25,-4,-2.25,6.3643e-16
-0.25,-4,-1.75,6.1334e-15
-0.25,-4,-1.25,1.7491e-13
-0.25,-4,-0.75,3.4752e-12
-0.25,-4,-0.25,6.9089e-11
-0.25,-4,0.25,7.3867e-09
-0.25,-4,0.75,2.5475e-07
-0.25,-4,1.25,1.0008e-05
-0.25,-4,1.75,0.00010248
-0.25,-4,2.25,6.3037e-05
0.25,-4,-2.25,6.2811e-16
0.25,-4,-1.75,8.562e-15
0.25,-4,-1.25,1.8995e-13
0.25,-4,-0.75,3.514e-12
0.25,-4,-0.25,8.7079e-11
0.25,-4,0.25,2.3411e-09
0.25,-4,0.75,1.9849e-07
0.25,-4,1.25,4.0805e-06
0.25,-4,1.75,6.182e-05
0.25,-4,2.25,0.00027928
0.75,-4,-2.25,6.1733e-16
0.75,-4,-1.75,7.7814e-15
0.75,-4,-1.25,1.2575e-13
0.75,-4,-0.75,1.0507e-12
0.75,-4,-0.25,3.5164e-11
0.75,-4,0.25,2.1219e-09
0.75,-4,0.75,1.6256e-07
0.75,-4,1.25,4.2134e-06
0.75,-4,1.75,4.8353e-05
0.75,-4,2.25,0.00019925
1.25,-4,-2.25,3.0208e-16
1.25,-4,-1.75,4.6244e-15
1.25,-4,-1.25,1.0013e-13
1.25,-4,-0.75,1.8467e-12
1.25,-4,-0.25,4.3347e-11
1.25,-4,0.25,1.3261e-09
1.25,-4,0.75,4.4415e-08
1.25,-4,1.25,2.1547e-06
1.25,-4,1.75,1.3185e-05
1.25,-4,2.25,0.00018281
