65, 25,35,-65 ,0.0588539
56, 35,-35,0 ,0.138729
67, 5,35,-65 ,0.482068
75, 5,25,-65 ,0.177932
30, -25,5,0 ,0.66
87, -35,15,-65 ,0.66
115, 5,-25,-65 ,0.174031
45, -15,-15,-0 ,0.0663323
63, -35,-35,-0 ,0.66
17, 25,15,0 ,0.00641658
89, 25,5,-65 ,0.412402
14, -25,25,0 ,0.292698
23, -35,15,0 ,0.164344
2, 15,35,0 ,0.440666
98, 15,-5,-65 ,0.66
75, 5,25,-65 ,0.66
66, 15,35,-65 ,0.0994503
71, -35,35,-65 ,0.66
42, 15,-15,0 ,0.0826075
68, -5,35,-65 ,0.0602845
52, -5,-25,-0 ,0.285236
23, -35,15,0 ,0.66
40, 35,-15,0 ,0.470458
84, -5,15,-65 ,0.365472
91, 5,5,-65 ,0.294528
82, 15,15,-65 ,0.613726
45, -15,-15,-0 ,0.394354
30, -25,5,0 ,0.1465
51, 5,-25,0 ,0.66
32, 35,-5,0 ,0.0351937
111, -35,-15,-65 ,0.66
8, 35,25,0 ,0.113821
84, -5,15,-65 ,0.546179
53, -15,-25,-0 ,0.244863
60, -5,-35,-0 ,0.415137
62, -25,-35,-0 ,0.193443
97, 25,-5,-65 ,0.466557
65, 25,35,-65 ,0.0661256
30, -25,5,0 ,0.66
16, 35,15,0 ,0.201862
117, -15,-25,-65 ,0.458138
96, 35,-5,-65 ,0.266926
125, -15,-35,-65 ,0.66
110, -25,-15,-65 ,0.270404
111, -35,-15,-65 ,0.389596
2, 15,35,0 ,0.270645
26, 15,5,0 ,0.66
47, -35,-15,-0 ,0.0463621
75, 5,25,-65 ,0.209959
74, 15,25,-65 ,0.234283
75, 5,25,-65 ,0.170545
61, -15,-35,-0 ,0.00276962
44, -5,-15,-0 ,0.66
3, 5,35,0 ,0.66
97, 25,-5,-65 ,0.66
105, 25,-15,-65 ,0.106774
61, -15,-35,-0 ,0.0590039
69, -15,35,-65 ,0.428637
93, -15,5,-65 ,0.66
98, 15,-5,-65 ,0.66
22, -25,15,0 ,0.507344
23, -35,15,0 ,0.152656
66, 15,35,-65 ,0.259137
67, 5,35,-65 ,0.338818
75, 5,25,-65 ,0.0620442
28, -5,5,0 ,0.114126
61, -15,-35,-0 ,0.00777961
36, -5,-5,-0 ,0.196159
44, -5,-15,-0 ,0.463841
8, 35,25,0 ,0.66
31, -35,5,0 ,0.0636948
59, 5,-35,0 ,0.66
44, -5,-15,-0 ,0.209443
52, -5,-25,-0 ,0.0467582
51, 5,-25,0 ,0.417462
20, -5,15,0 ,0.66
