88,17.5,2.5,-65,0.39366
79,-17.5,12.5,-65,0.6276
69,-7.5,17.5,-65,0.4586
93,-7.5,2.5,-65,0.45897
77,-7.5,12.5,-65,0.37796
102,-12.5,-2.5,-65,0.48847
90,7.5,2.5,-65,0.46834
109,-7.5,-7.5,-65,0.583
71,-17.5,17.5,-65,0.60283
102,-12.5,-2.5,-65,0.40294
101,-7.5,-2.5,-65,0.38946
70,-12.5,17.5,-65,0.52319
81,12.5,7.5,-65,0.45653
88,17.5,2.5,-65,0.46664
88,17.5,2.5,-65,0.38573
64,17.5,17.5,-65,0.43445
93,-7.5,2.5,-65,0.54001
65,12.5,17.5,-65,0.43757
91,2.5,2.5,-65,0.31865
73,12.5,12.5,-65,0.31259
119,-17.5,-12.5,-65,0.55671
88,17.5,2.5,-65,0.45029
91,2.5,2.5,-65,0.50949
82,7.5,7.5,-65,0.48049
100,-2.5,-2.5,-65,0.45287
95,-17.5,2.5,-65,0.46045
95,-17.5,2.5,-65,0.61706
70,-12.5,17.5,-65,0.43986
96,17.5,-2.5,-65,0.55641
74,7.5,12.5,-65,0.39494
91,2.5,2.5,-65,0.44911
95,-17.5,2.5,-65,0.49637
101,-7.5,-2.5,-65,0.54027
94,-12.5,2.5,-65,0.40087
99,2.5,-2.5,-65,0.42806
93,-7.5,2.5,-65,0.44956
88,17.5,2.5,-65,0.44498
91,2.5,2.5,-65,0.44628
93,-7.5,2.5,-65,0.45804
122,7.5,-17.5,-65,0.53775
66,7.5,17.5,-65,0.36418
80,17.5,7.5,-65,0.35307
87,-17.5,7.5,-65,0.46169
86,-12.5,7.5,-65,0.48367
95,-17.5,2.5,-65,0.43053
83,2.5,7.5,-65,0.44876
95,-17.5,2.5,-65,0.46295
89,12.5,2.5,-65,0.45027
100,-2.5,-2.5,-65,0.20461
93,-7.5,2.5,-65,0.46961
93,-7.5,2.5,-65,0.46556
88,17.5,2.5,-65,0.45288
71,-17.5,17.5,-65,0.55226
119,-17.5,-12.5,-65,0.58811
