0,0,-35,-35,0,-35,-35,-65
0,1,-35,-35,0,-35,-25,-65
0,2,-35,-35,0,-35,-15,-65
0,3,-35,-35,0,-35,-5,-65
0,4,-35,-35,0,-35,5,-65
0,5,-35,-35,0,-35,15,-65
0,6,-35,-35,0,-35,25,-65
0,7,-35,-35,0,-35,35,-65
0,8,-35,-35,0,-25,-35,-65
0,9,-35,-35,0,-25,-25,-65
0,10,-35,-35,0,-25,-15,-65
0,11,-35,-35,0,-25,-5,-65
0,12,-35,-35,0,-25,5,-65
0,13,-35,-35,0,-25,15,-65
0,14,-35,-35,0,-25,25,-65
0,15,-35,-35,0,-25,35,-65
0,16,-35,-35,0,-15,-35,-65
0,17,-35,-35,0,-15,-25,-65
0,18,-35,-35,0,-15,-15,-65
0,19,-35,-35,0,-15,-5,-65
0,20,-35,-35,0,-15,5,-65
0,21,-35,-35,0,-15,15,-65
0,22,-35,-35,0,-15,25,-65
0,23,-35,-35,0,-15,35,-65
0,24,-35,-35,0,-5,-35,-65
0,25,-35,-35,0,-5,-25,-65
0,26,-35,-35,0,-5,-15,-65
0,27,-35,-35,0,-5,-5,-65
0,28,-35,-35,0,-5,5,-65
0,29,-35,-35,0,-5,15,-65
0,30,-35,-35,0,-5,25,-65
0,31,-35,-35,0,-5,35,-65
0,32,-35,-35,0,5,-35,-65
0,33,-35,-35,0,5,-25,-65
0,34,-35,-35,0,5,-15,-65
0,35,-35,-35,0,5,-5,-65
0,36,-35,-35,0,5,5,-65
0,37,-35,-35,0,5,15,-65
0,38,-35,-35,0,5,25,-65
0,39,-35,-35,0,5,35,-65
0,40,-35,-35,0,15,-35,-65
0,41,-35,-35,0,15,-25,-65
0,42,-35,-35,0,15,-15,-65
0,43,-35,-35,0,15,-5,-65
0,44,-35,-35,0,15,5,-65
0,45,-35,-35,0,15,15,-65
0,46,-35,-35,0,15,25,-65
0,47,-35,-35,0,15,35,-65
0,48,-35,-35,0,25,-35,-65
0,49,-35,-35,0,25,-25,-65
0,50,-35,-35,0,25,-15,-65
0,51,-35,-35,0,25,-5,-65
0,52,-35,-35,0,25,5,-65
0,53,-35,-35,0,25,15,-65
0,54,-35,-35,0,25,25,-65
0,55,-35,-35,0,25,35,-65
0,56,-35,-35,0,35,-35,-65
0,57,-35,-35,0,35,-25,-65
0,58,-35,-35,0,35,-15,-65
0,59,-35,-35,0,35,-5,-65
0,60,-35,-35,0,35,5,-65
0,61,-35,-35,0,35,15,-65
0,62,-35,-35,0,35,25,-65
0,63,-35,-35,0,35,35,-65
1,0,-35,-25,0,-35,-35,-65
1,1,-35,-25,0,-35,-25,-65
1,2,-35,-25,0,-35,-15,-65
1,3,-35,-25,0,-35,-5,-65
1,4,-35,-25,0,-35,5,-65
1,5,-35,-25,0,-35,15,-65
1,6,-35,-25,0,-35,25,-65
1,7,-35,-25,0,-35,35,-65
1,8,-35,-25,0,-25,-35,-65
1,9,-35,-25,0,-25,-25,-65
1,10,-35,-25,0,-25,-15,-65
1,11,-35,-25,0,-25,-5,-65
1,12,-35,-25,0,-25,5,-65
1,13,-35,-25,0,-25,15,-65
1,14,-35,-25,0,-25,25,-65
1,15,-35,-25,0,-25,35,-65
1,16,-35,-25,0,-15,-35,-65
1,17,-35,-25,0,-15,-25,-65
1,18,-35,-25,0,-15,-15,-65
1,19,-35,-25,0,-15,-5,-65
1,20,-35,-25,0,-15,5,-65
1,21,-35,-25,0,-15,15,-65
1,22,-35,-25,0,-15,25,-65
1,23,-35,-25,0,-15,35,-65
1,24,-35,-25,0,-5,-35,-65
1,25,-35,-25,0,-5,-25,-65
1,26,-35,-25,0,-5,-15,-65
1,27,-35,-25,0,-5,-5,-65
1,28,-35,-25,0,-5,5,-65
1,29,-35,-25,0,-5,15,-65
1,30,-35,-25,0,-5,25,-65
1,31,-35,-25,0,-5,35,-65
1,32,-35,-25,0,5,-35,-65
1,33,-35,-25,0,5,-25,-65
1,34,-35,-25,0,5,-15,-65
1,35,-35,-25,0,5,-5,-65
1,36,-35,-25,0,5,5,-65
1,37,-35,-25,0,5,15,-65
1,38,-35,-25,0,5,25,-65
1,39,-35,-25,0,5,35,-65
1,40,-35,-25,0,15,-35,-65
1,41,-35,-25,0,15,-25,-65
1,42,-35,-25,0,15,-15,-65
1,43,-35,-25,0,15,-5,-65
1,44,-35,-25,0,15,5,-65
1,45,-35,-25,0,15,15,-65
1,46,-35,-25,0,15,25,-65
1,47,-35,-25,0,15,35,-65
1,48,-35,-25,0,25,-35,-65
1,49,-35,-25,0,25,-25,-65
1,50,-35,-25,0,25,-15,-65
1,51,-35,-25,0,25,-5,-65
1,52,-35,-25,0,25,5,-65
1,53,-35,-25,0,25,15,-65
1,54,-35,-25,0,25,25,-65
1,55,-35,-25,0,25,35,-65
1,56,-35,-25,0,35,-35,-65
1,57,-35,-25,0,35,-25,-65
1,58,-35,-25,0,35,-15,-65
1,59,-35,-25,0,35,-5,-65
1,60,-35,-25,0,35,5,-65
1,61,-35,-25,0,35,15,-65
1,62,-35,-25,0,35,25,-65
1,63,-35,-25,0,35,35,-65
2,0,-35,-15,0,-35,-35,-65
2,1,-35,-15,0,-35,-25,-65
