-2.25,-2.25,-5,0.0012673
-2.25,-1.75,-5,0.002583
-2.25,-1.25,-5,0.0039339
-2.25,-0.75,-5,0.0070945
-2.25,-0.25,-5,0.0041786
-2.25,0.25,-5,0.0065664
-2.25,0.75,-5,0.0042567
-2.25,1.25,-5,0.0036313
-2.25,1.75,-5,0.0017758
-2.25,2.25,-5,0.0011182
-1.75,-2.25,-5,0.00043518
-1.75,-1.75,-5,0.0010021
-1.75,-1.25,-5,0.002849
-1.75,-0.75,-5,0.0032593
-1.75,-0.25,-5,0.0037029
-1.75,0.25,-5,0.0042726
-1.75,0.75,-5,0.003042
-1.75,1.25,-5,0.0024605
-1.75,1.75,-5,0.0010021
-1.75,2.25,-5,0.00038398
-1.25,-2.25,-5,0.0001035
-1.25,-1.75,-5,0.00031185
-1.25,-1.25,-5,0.00068438
-1.25,-0.75,-5,0.0011786
-1.25,-0.25,-5,0.0023824
-1.25,0.25,-5,0.0014078
-1.25,0.75,-5,0.00094286
-1.25,1.25,-5,0.00055606
-1.25,1.75,-5,0.00031185
-1.25,2.25,-5,4.5283e-05
-0.75,-2.25,-5,1.1276e-05
-0.75,-1.75,-5,2.6726e-05
-0.75,-1.25,-5,0.0001035
-0.75,-0.75,-5,0.00023645
-0.75,-0.25,-5,0.00019113
-0.75,0.25,-5,0.0003504
-0.75,0.75,-5,0.00038693
-0.75,1.25,-5,0.0001449
-0.75,1.75,-5,3.0545e-05
-0.75,2.25,-5,1.8042e-05
-0.25,-2.25,-5,1.4743e-06
-0.25,-1.75,-5,4.6446e-06
-0.25,-1.25,-5,1.6996e-05
-0.25,-0.75,-5,5.0777e-05
-0.25,-0.25,-5,7.0524e-05
-0.25,0.25,-5,7.7576e-05
-0.25,0.75,-5,3.8083e-05
-0.25,1.25,-5,2.0396e-05
-0.25,1.75,-5,3.0964e-06
-0.25,2.25,-5,1.1057e-06
0.25,-2.25,-5,8.2231e-08
0.25,-1.75,-5,3.5505e-07
0.25,-1.25,-5,1.5018e-06
0.25,-0.75,-5,7.2134e-06
0.25,-0.25,-5,1.2601e-05
0.25,0.25,-5,1.031e-05
0.25,0.75,-5,7.7683e-06
0.25,1.25,-5,1.6687e-06
0.25,1.75,-5,5.523e-07
0.25,2.25,-5,8.2231e-08
0.75,-2.25,-5,2.7847e-09
0.75,-1.75,-5,1.3861e-08
0.75,-1.25,-5,8.0117e-08
0.75,-0.75,-5,4.2402e-07
0.75,-0.25,-5,1.2174e-06
0.75,0.25,-5,1.0821e-06
0.75,0.75,-5,2.5441e-07
0.75,1.25,-5,4.807e-08
0.75,1.75,-5,1.3861e-08
0.75,2.25,-5,2.7847e-09
1.25,-2.25,-5,4.6628e-10
1.25,-1.75,-5,6.0187e-10
1.25,-1.25,-5,8.4746e-10
1.25,-0.75,-5,1.5854e-08
1.25,-0.25,-5,6.3233e-08
1.25,0.25,-5,8.8526e-08
