-2.25,-5,-2.25,0.00020398
-2.25,-5,-1.75,0.00017478
-2.25,-5,-1.25,0.00035106
-2.25,-5,-0.75,0.00027712
-2.25,-5,-0.25,0.00091073
-2.25,-5,0.25,0.0038769
-2.25,-5,0.75,0.0013691
-2.25,-5,1.25,0.0050225
-2.25,-5,1.75,0.020534
-2.25,-5,2.25,0.026476
-1.75,-5,-2.25,0.00020403
-1.75,-5,-1.75,0.00029253
-1.75,-5,-1.25,0.00044271
-1.75,-5,-0.75,0.00042139
-1.75,-5,-0.25,0.0016231
-1.75,-5,0.25,0.0023781
-1.75,-5,0.75,0.003509
-1.75,-5,1.25,0.0025784
-1.75,-5,1.75,0.018707
-1.75,-5,2.25,0.023241
-1.25,-5,-2.25,0.00016323
-1.25,-5,-1.75,0.00029294
-1.25,-5,-1.25,0.00017761
-1.25,-5,-0.75,0.00042331
-1.25,-5,-0.25,0.0013996
-1.25,-5,0.25,0.0015968
-1.25,-5,0.75,0.004244
-1.25,-5,1.25,0.0038986
-1.25,-5,1.75,0.021174
-1.25,-5,2.25,0.031376
-0.75,-5,-2.25,0.00012242
-0.75,-5,-1.75,0.00023402
-0.75,-5,-1.25,0.00026563
-0.75,-5,-0.75,0.00056186
-0.75,-5,-0.25,0.0011593
-0.75,-5,0.25,0.0023781
-0.75,-5,0.75,0.0042108
-0.75,-5,1.25,0.010314
-0.75,-5,1.75,0.016368
-0.75,-5,2.25,0.027115
-0.25,-5,-2.25,8.159e-05
-0.25,-5,-1.75,0
-0.25,-5,-1.25,0.00061435
-0.25,-5,-0.75,0.00027712
-0.25,-5,-0.25,0.00068305
-0.25,-5,0.25,0.0031015
-0.25,-5,0.75,0.0041072
-0.25,-5,1.25,0.010045
-0.25,-5,1.75,0.025097
-0.25,-5,2.25,0.030259
0.25,-5,-2.25,4.0775e-05
0.25,-5,-1.75,5.7856e-05
0.25,-5,-1.25,0.00043248
0.25,-5,-0.75,0.0012191
0.25,-5,-0.25,0.00044159
0.25,-5,0.25,0.0018659
0.25,-5,0.75,0.003273
0.25,-5,1.25,0.014323
0.25,-5,1.75,0.021571
0.25,-5,2.25,0.032302
0.75,-5,-2.25,0.00012222
0.75,-5,-1.75,0.00017191
0.75,-5,-1.25,0.00050874
0.75,-5,-0.75,0.00052516
0.75,-5,-0.25,0.00084625
0.75,-5,0.25,0.0014143
0.75,-5,0.75,0.0006134
0.75,-5,1.25,0.013273
0.75,-5,1.75,0.015801
0.75,-5,2.25,0.026092
