32, 35,-5,0,0.66
103, -35,-5,-65,0.958837
111, -35,-15,-65,0.361163
22, -25,15,0,1.32
8, 35,25,0,0.66
24, 35,5,0,0.395007
25, 25,5,0,0.264993
20, -5,15,0,0.66
21, -15,15,0,0.210636
10, 15,25,0,0.66
41, 25,-15,0,0.0720763
122, 15,-35,-65,0.66
53, -15,-25,-0,1.16945
54, -25,-25,-0,0.150551
25, 25,5,0,0.219193
26, 15,5,0,0.440807
92, -5,5,-65,0.66
41, 25,-15,0,0.66
26, 15,5,0,0.195572
54, -25,-25,-0,0.176388
62, -25,-35,-0,0.217881
63, -35,-35,-0,0.66
45, -15,-15,-0,0.230271
53, -15,-25,-0,0.702198
51, 5,-25,0,0.279828
56, 35,-35,0,0.66
45, -15,-15,-0,0.66
18, 15,15,0,1.32
11, 5,25,0,0.66
0, 35,35,0,0.221069
29, -15,5,0,0.400782
35, 5,-5,0,0.283607
14, -25,25,0,0.294178
64, 35,35,-65,1.32
52, -5,-25,-0,0.66
53, -15,-25,-0,0.0463361
8, 35,25,0,0.289533
9, 25,25,0,0.370467
47, -35,-15,-0,0.271371
28, -5,5,0,1.32
16, 35,15,0,0.66
19, 5,15,0,0.226062
27, 5,5,0,0.433938
78, -25,25,-65,0.293731
86, -25,15,-65,0.366269
8, 35,25,0,0.873097
50, 15,-25,0,0.66
13, -15,25,0,1.32
4, -5,35,0,0.393989
5, -15,35,0,0.31806
62, -25,-35,-0,1.09586
51, 5,-25,0,0.0716648
9, 25,25,0,0.726265
10, 15,25,0,0.182415
95, -35,5,-65,0.0784032
51, 5,-25,0,1.32
115, 5,-25,-65,0.3216
116, -5,-25,-65,0.3384
32, 35,-5,0,0.463602
9, 25,25,0,0.66
56, 35,-35,0,1.32
39, -35,-5,-0,0.643832
108, -5,-15,-65,0.328156
14, -25,25,0,0.8416
29, -15,5,0,0.0740338
30, -25,5,0,0.0854233
31, -35,5,0,0.500543
97, 25,-5,-65,0.947668
4, -5,35,0,0.66
34, 15,-5,0,0.145192
72, 35,25,-65,0.498647
80, 35,15,-65,0.0161606
32, 35,-5,0,0.66
42, 15,-15,0,1.32
1, 25,35,0,0.52523
9, 25,25,0,0.758896
17, 25,15,0,0.035874
12, -5,25,0,0.676355
28, -5,5,0,0.66
57, 25,-35,0,0.66
99, 5,-5,-65,0.66
101, -15,-5,-65,0.0194028
9, 25,25,0,0.360664
17, 25,15,0,0.66
41, 25,-15,0,0.365387
42, 15,-15,0,0.294613
14, -25,25,0,0.66
42, 15,-15,0,0.66
126, -25,-35,-65,0.319357
127, -35,-35,-65,0.340643
51, 5,-25,0,0.136741
59, 5,-35,0,0.785805
25, 25,5,0,0.66
74, 15,25,-65,0.30335
82, 15,15,-65,0.35665
31, -35,5,0,1.32
2, 15,35,0,0.66
50, 15,-25,0,0.326191
58, 15,-35,0,0.993809
33, 25,-5,0,0.0959055
98, 15,-5,-65,0.66
0, 35,35,0,0.114495
36, -5,-5,-0,1.32
39, -35,-5,-0,0.460808
47, -35,-15,-0,0.859192
32, 35,-5,0,0.148938
112, 35,-25,-65,0.159485
3, 5,35,0,0.344893
11, 5,25,0,0.0878355
44, -5,-15,-0,0.66
45, -15,-15,-0,0.66
16, 35,15,0,1.04862
2, 15,35,0,0.287518
10, 15,25,0,0.418341
52, -5,-25,-0,0.0308053
45, -15,-15,-0,0.66
23, -35,15,0,0.29094
31, -35,5,0,0.36906
16, 35,15,0,0.262313
30, -25,5,0,0.66
40, 35,-15,0,0.66
29, -15,5,0,0.362926
37, -15,-5,-0,0.297074
11, 5,25,0,0.486108
18, 15,15,0,0.173892
9, 25,25,0,0.193803
18, 15,15,0,0.0973753
40, 35,-15,0,0.66
66, 15,35,-65,0.447534
49, 25,-25,0,0.553715
33, 25,-5,0,0.451745
99, 5,-5,-65,0.0302063
55, -35,-25,-0,1.32
29, -15,5,0,1.32
13, -15,25,0,1.32
32, 35,-5,0,0.66
0, 35,35,0,0.793998
32, 35,-5,0,1.32
16, 35,15,0,0.288276
24, 35,5,0,0.371724
23, -35,15,0,0.336039
11, 5,25,0,0.66
38, -25,-5,-0,0.428993
54, -25,-25,-0,1.32
58, 15,-35,0,0.66
56, 35,-35,0,0.66
59, 5,-35,0,0.332116
83, 5,15,-65,0.327884
46, -25,-15,-0,0.176415
54, -25,-25,-0,0.483585
66, 15,35,-65,0.0334137
42, 15,-15,0,0.66
41, 25,-15,0,0.25364
48, 35,-25,0,0.40636
34, 15,-5,0,0.0955171
109, -15,-15,-65,0.66
8, 35,25,0,0.277462
16, 35,15,0,0.382538
24, 35,5,0,0.233319
10, 15,25,0,0.66
20, -5,15,0,0.138386
27, 5,5,0,0.0945499
79, -35,25,-65,0.66
8, 35,25,0,0.501912
15, -35,25,0,0.691583
24, 35,5,0,0.121492
3, 5,35,0,0.705556
55, -35,-25,-0,1.06279
26, 15,5,0,0.379764
34, 15,-5,0,0.940236
18, 15,15,0,0.34393
27, 5,5,0,0.31607
86, -25,15,-65,0.000862116
31, -35,5,0,0.66
43, 5,-15,0,0.66
2, 15,35,0,0.318511
3, 5,35,0,0.341489
21, -15,15,0,0.0736821
71, -35,35,-65,0.163677
3, 5,35,0,0.0812569
27, 5,5,0,0.0563595
34, 15,-5,0,0.66
99, 5,-5,-65,0.161063
16, 35,15,0,0.66
28, -5,5,0,0.66
0, 35,35,0,1.32
42, 15,-15,0,1.10853
76, -5,25,-65,0.66
103, -35,-5,-65,0.716655
56, 35,-35,0,0.66
42, 15,-15,0,0.285542
49, 25,-25,0,1.03446
18, 15,15,0,0.559192
27, 5,5,0,0.381383
18, 15,15,0,0.623958
34, 15,-5,0,0.66
107, 5,-15,-65,0.275809
25, 25,5,0,0.66
90, 15,5,-65,0.216114
11, 5,25,0,0.289023
32, 35,-5,0,0.66
96, 35,-5,-65,0.0765593
97, 25,-5,-65,0.273967
8, 35,25,0,1.32
46, -25,-15,-0,0.66
59, 5,-35,0,0.66
42, 15,-15,0,0.66
30, -25,5,0,1.046
16, 35,15,0,0.66
3, 5,35,0,0.66
1, 25,35,0,1.08148
9, 25,25,0,0.238521
11, 5,25,0,0.427164
12, -5,25,0,0.232836
34, 15,-5,0,0.134363
37, -15,-5,-0,0.352591
38, -25,-5,-0,0.307409
8, 35,25,0,0.66
28, -5,5,0,0.324132
36, -5,-5,-0,0.335868
15, -35,25,0,0.288373
0, 35,35,0,0.218331
8, 35,25,0,0.296588
56, 35,-35,0,0.24744
